Country,Year,GDP_Growth,CO2_Emission_Metrics_per_capita,Electricity_access,Urban_population,Population_growth,Urban_population_growth_annual,Live_stock_production,Forest_area,Renewable_energy_use,Energy_use_kg_of_oil_per_capita,Population_total
Philippines,2011,3.9,0.9,87.2,45.5,1.7,2.1,89.3,23.1,29.4,425.5,"9,55,70,047.00"
Poland,2011,4.8,8.3,100,60.8,0.1,-0.1,94.4,30.5,10.4,"2,653.40","3,80,63,255.00"
Portugal,2011,-1.7,4.5,100,61.2,-0.1,0.8,100.8,35.6,27.2,"2,164.00","1,05,57,560.00"
Puerto Rico,2011,-0.4,..,100,93.8,-1.2,-1.2,119.7,55.5,0.7,..,"36,78,732.00"
Qatar,2011,13.4,39.5,100,98.6,9.2,9.3,87.6,0,0,"15,370.60","20,35,871.00"
Romania,2011,1.9,4.2,100,54,-0.5,-0.2,103.6,28.6,21.1,"1,777.10","2,01,47,528.00"
Russian Federation,2011,4.3,12.3,100,73.7,0.1,0.1,90.4,49.8,3.2,"5,049.40","14,29,60,908.00"
Rwanda,2011,8,0.1,10.8,16.9,2.5,2.5,92.4,10.8,89.6,..,"1,02,93,331.00"
Samoa,2011,4.2,1.1,96.7,19.9,0.8,-0.3,91.3,58.7,39.8,..,"1,87,469.00"
San Marino,2011,-8.3,..,100,96,1.4,1.6,..,16.7,..,..,"31,661.00"
Sao Tome and Principe,2011,4.4,0.6,61.3,66.1,2.3,4,86,59.9,43.1,..,"1,84,524.00"
Saudi Arabia,2011,10,17.7,100,82.3,3,3.3,87.6,0.5,0,"6,301.30","2,82,67,685.00"
Senegal,2011,1.5,0.6,56.5,44.2,2.8,3.7,81.5,43.8,48.7,311.3,"1,30,33,809.00"
Serbia,2011,2,6.8,100,55.2,-0.8,-0.4,95.2,31,17.6,"2,237.50","72,34,099.00"
Seychelles,2011,7.9,3.7,98.3,53.7,-2.6,-1.9,135.5,73.3,1,..,"87,441.00"
Sierra Leone,2011,6.3,0.1,14.2,39.2,2.3,3.3,92.1,37.6,80.3,..,"65,63,240.00"
Singapore,2011,6.3,9,100,100,2.1,2.1,81.4,24.8,0.5,"5,069.20","51,83,688.00"
Sint Maarten (Dutch part),2011,4.6,..,100,100,-1.8,-1.8,..,10.9,..,..,"33,435.00"
Slovak Republic,2011,2.8,6.4,100,54.4,0.1,-0.4,119.3,39.9,10.4,"3,213.90","53,98,384.00"
Slovenia,2011,0.9,7.4,100,52.9,0.2,0.6,103.4,61.9,18.6,"3,568.00","20,52,843.00"
Solomon Islands,2011,7.3,0.3,38.1,20.5,2.6,4.8,97.7,90.4,63.7,..,"5,41,521.00"
Somalia,2011,..,0,22.7,41,2.7,6.9,108.5,10.6,93.6,..,"1,23,76,302.00"
South Africa,2011,3.3,9.2,84.7,62.7,1.5,2.4,85.3,14.3,17,"2,716.70","5,20,04,172.00"
South Sudan,2011,-4.6,..,5.4,18,3.3,4.3,..,11.3,..,..,"98,30,698.00"
Spain,2011,-0.8,5.8,100,78.7,0.4,0.6,94.7,37.1,14.7,"2,689.70","4,67,42,697.00"
Sri Lanka,2011,8.4,0.7,87.8,18.2,0.7,0.6,72.8,33.6,59.2,512.7,"2,03,98,670.00"
St. Kitts and Nevis,2011,1.8,4.7,100,31.2,0.9,0.4,138.5,42.3,0.9,..,"49,442.00"
St. Lucia,2011,5.5,2.3,94.8,18.5,0.8,0.8,80.9,34,2.2,..,"1,75,544.00"
St. Martin (French part),2011,..,..,100,..,-0.4,..,..,24.8,..,..,"37,446.00"
St. Vincent and the Grenadines,2011,-0.4,1.8,94,49.4,0.1,0.9,101.6,73.2,6.5,..,"1,08,316.00"
Sudan,2011,-2,..,41.4,33.2,2.3,2.7,104.1,10.8,64,..,"3,53,49,681.00"
Suriname,2011,5.8,3.4,94.2,66.3,1.1,1,105.5,98,25.4,"1,305.60","5,35,177.00"
Sweden,2011,3.2,5.5,100,85.3,0.8,1,98.6,68.4,46.5,"5,274.60","94,49,213.00"
Switzerland,2011,1.7,4.7,100,73.6,1.1,1.1,101,31.3,21.6,"3,205.30","79,12,398.00"
Syrian Arab Republic,2011,..,2.7,91.8,54.6,-1.3,-3.2,120.1,2.7,1.9,943.5,"2,10,82,966.00"
Tajikistan,2011,7.4,0.3,98.5,26.5,2.2,2.2,75.4,2.9,60,283.5,"76,97,510.00"
Tanzania,2011,7.7,0.2,14.2,28.8,2.9,5.4,87.9,56,88.5,478.2,"4,56,73,338.00"
Thailand,2011,0.8,3.8,99.5,44.7,0.5,2.4,87.1,39.3,22.8,"1,743.20","6,75,18,382.00"
Timor-Leste,2011,5.8,0.2,52.5,28.1,1.8,3,93.9,62.8,32.7,..,"11,13,151.00"
Togo,2011,6.4,0.4,39.7,38,2.7,4,91.9,22.7,69.2,475,"65,95,943.00"
Tonga,2011,6.8,1,92.2,23.4,-0.4,-0.2,95.3,12.4,1.1,..,"1,03,562.00"
Trinidad and Tobago,2011,-0.3,35.1,100,53.8,0.6,0.3,112.5,45.2,0.4,"14,776.00","13,36,178.00"
Tunisia,2011,-1.9,2.4,99.5,66.9,1,1.4,83.2,4.4,13.3,913.6,"1,07,41,880.00"
Turkey,2011,11.2,4.4,100,71.4,1.5,2.3,75.4,27.5,12.8,"1,545.50","7,34,43,863.00"
Turkmenistan,2011,14.7,12.1,99.9,48.8,1.7,2.4,95.7,8.8,0.1,"4,769.80","51,74,085.00"
Turks and Caicos Islands,2011,..,5.5,100,90.7,2.2,2.7,..,11.1,0.6,..,"33,377.00"
Tuvalu,2011,7.5,0.7,97.4,55.8,1,2.8,95.3,33.3,0,..,"10,633.00"
Uganda,2011,9.4,0.1,14.6,19.9,3.2,5.8,91.7,13.5,91.1,..,"3,34,76,919.00"
Ukraine,2011,5.5,6.3,100,68.7,-0.4,-0.2,100.2,16.5,2.7,"2,768.90","4,57,06,086.00"
United Arab Emirates,2011,6.9,19.2,100,84.4,4.5,4.9,80.7,4.5,0.1,"7,191.00","89,46,777.00"
United Kingdom,2011,1.5,7.1,100,81.6,0.8,1.1,95.1,12.7,4.4,"2,972.20","6,32,58,810.00"
United States,2011,1.6,16.9,100,80.9,0.7,0.9,97.8,33.8,8.2,"7,030.60","31,15,56,874.00"
Uruguay,2011,5.2,2.3,99.2,94.6,0.3,0.5,97,10.1,48.8,"1,311.50","33,68,934.00"
Uzbekistan,2011,7.8,3.9,99.8,51.2,2.7,3.1,76.3,8,2.2,"1,613.80","2,93,39,400.00"
Vanuatu,2011,1.2,0.5,41.8,24.6,2.7,3.1,99.1,36.3,36.6,..,"2,42,653.00"
"Venezuela, RB",2011,4.2,5.9,98.8,88.1,1.6,1.6,119.5,53.7,13.5,"2,326.10","2,88,88,369.00"
Vietnam,2011,6.2,1.7,99,31.1,1,3.2,88.5,43.6,36.5,662.6,"8,88,71,561.00"
Virgin Islands (U.S.),2011,-8.2,..,100,94.8,-0.1,0.1,112.1,53.1,0.3,..,"1,08,292.00"
West Bank and Gaza,2011,9.6,0.6,99.7,74.4,2.5,2.8,84.2,1.5,15.4,..,"38,82,986.00"
"Yemen, Rep.",2011,-12.7,0.9,73.4,32.4,2.8,4.6,81.4,1,1.1,277.8,"2,38,07,588.00"
Zambia,2011,5.6,0.2,26.4,39.9,3,4.3,91.8,62.6,90.9,619.4,"1,40,23,193.00"
Zimbabwe,2011,14.2,0.7,36.9,33,1.5,1,104.2,46.2,79.6,795.1,"1,28,94,316.00"
Arab World,2011,3.7,4.6,87.2,56.8,2.3,3,23.3,3,4.7,"1,750.70","36,31,58,703.00"
Caribbean small states,2011,1.1,9.1,93.3,50.5,0.7,0.7,0.1,90.5,9.7,"4,959.10","70,22,380.00"
Central Europe and the Baltics,2011,3.2,6.9,100,62.1,-0.2,-0.2,0.1,33.9,14.7,"2,637.80","10,41,74,038.00"
Early-demographic dividend,2011,5,2.2,75.2,42.4,1.5,2.4,0.3,23.5,26.3,862.7,"2,95,14,29,046.00"
East Asia & Pacific,2011,4.6,6.1,96.1,52.9,0.7,2.5,0.2,26.8,13.1,"1,980.70","2,22,16,73,110.00"
East Asia & Pacific (excluding high income),2011,8.5,5.6,95.7,48.7,0.7,2.9,0.2,30.2,15.5,"1,702.00","1,98,00,35,609.00"
East Asia & Pacific (IDA & IBRD countries),2011,8.5,5.6,96.5,48.5,0.7,3,0.2,30,15.4,"1,716.50","1,95,53,34,267.00"
Euro area,2011,1.7,7.2,100,75.5,-0.2,0.1,0.1,38.1,13.1,"3,486.40","33,54,19,643.00"
Europe & Central Asia,2011,2.4,7.5,100,70.9,0.3,0.5,0.2,38.4,10.7,"3,279.30","89,01,62,706.00"
Europe & Central Asia (excluding high income),2011,6.3,8.1,99.9,66.5,0.6,0.9,0.2,39.4,5.1,"3,209.00","38,01,65,082.00"
Europe & Central Asia (IDA & IBRD countries),2011,5.8,7.9,99.9,65.3,0.5,0.7,0.2,39.2,6.1,"3,085.80","44,26,56,487.00"
European Union,2011,1.8,7.1,100,73.2,-0.2,0.1,0.1,39.2,14.5,"3,335.60","44,07,46,976.00"
Fragile and conflict affected situations,2011,0.5,1,48,41.6,2.5,3.5,19.1,25.8,59.5,707.3,"66,38,84,474.00"
Heavily indebted poor countries (HIPC),2011,4.6,0.2,28.9,32.9,2.8,4.2,21.3,28.7,79.4,425.2,"64,19,21,311.00"
High income,2011,1.9,11.1,100,79.6,0.5,0.7,0.1,29.1,10,"4,765.20","1,18,47,22,242.00"
IBRD only,2011,6,4.4,89.2,50.7,1,2.3,0.2,34.2,17.1,"1,500.50","4,47,10,55,917.00"
IDA & IBRD total,2011,5.9,3.5,79.1,46.6,1.3,2.5,1.3,32.3,22.6,"1,292.50","5,86,79,32,121.00"
IDA blend,2011,4.8,1,61.8,39,2.5,3.7,0.2,30.5,62.1,654.3,"46,72,68,096.00"
IDA only,2011,4.2,0.4,39.2,31.1,2.2,3.7,15.8,26.3,71.3,379,"92,96,08,108.00"
IDA total,2011,4.5,0.6,46.8,33.8,2.3,3.7,8.8,27,66.8,487.9,"1,39,68,76,204.00"
Late-demographic dividend,2011,6.7,6.5,98.7,56.2,0.6,2.3,0.2,39.4,13.8,"2,137.90","2,19,38,30,154.00"
Latin America & Caribbean,2011,4.4,2.9,96.3,78.8,1.1,1.5,0.2,47.8,28.2,"1,346.40","59,65,38,552.00"
Latin America & Caribbean (excluding high income),2011,4.4,2.8,96.1,78.6,1.1,1.5,0.2,49,28.5,"1,294.40","56,58,81,766.00"
Latin America & the Caribbean (IDA & IBRD countries),2011,4.5,2.9,96.2,78.8,1.2,1.5,0.2,47.9,28.5,"1,348.70","58,04,28,962.00"
Least developed countries: UN classification,2011,3.9,0.3,34.7,30,2.4,4.2,18.4,28,75.9,354.3,"85,64,72,234.00"
Low & middle income,2011,6,3.4,78.6,46.5,1.3,2.5,1.4,32.4,22.8,"1,272.00","5,81,81,38,003.00"
Low income,2011,2.2,0.3,28,30.6,2.6,3.6,24.1,21.5,71.8,..,"54,52,66,258.00"
Lower middle income,2011,4.8,1.4,68.7,36.1,1.6,2.8,0.3,26.8,41.5,612.4,"2,58,84,55,505.00"
Middle East & North Africa,2011,3.8,5.8,96.4,63,2.1,2.6,0.9,2,1.9,"2,091.20","39,39,44,527.00"
Middle East & North Africa (excluding high income),2011,-0.9,3.9,95.8,59.3,1.8,2.3,1,2.5,2.7,"1,344.40","33,88,14,807.00"
Middle East & North Africa (IDA & IBRD countries),2011,-1,3.9,95.8,59.2,1.8,2.3,0.2,2.5,2.6,"1,344.40","33,49,31,821.00"
Middle income,2011,6,3.7,83.9,48.1,1.2,2.5,0.2,34.5,21,"1,324.70","5,27,28,71,745.00"
North America,2011,1.7,16.7,100,81,0.7,1,0.1,36.2,9.7,"7,118.00","34,59,60,766.00"
Not classified,2011,..,..,..,..,..,..,..,..,..,..,..
OECD members,2011,1.9,9.7,99.8,79.2,0.5,0.8,0.1,32.6,10.8,"4,146.50","1,29,40,64,030.00"
Other small states,2011,7.5,6.9,68.1,58.2,2.3,3.7,0.2,29.7,28.9,..,"2,66,47,962.00"
Pacific island small states,2011,3.6,1,71.4,37.1,1.2,1.9,0.1,67.6,32.7,..,"22,41,798.00"
Post-demographic dividend,2011,1.6,10.8,100,80.1,0.3,0.5,0.1,31.9,10.2,"4,715.90","1,07,78,15,367.00"
Pre-demographic dividend,2011,4.6,0.6,35.9,37.4,2.9,4.5,20.3,27.5,75.1,577.3,"75,33,26,798.00"
Small states,2011,6.4,7,73.3,55.4,1.9,3.1,0.2,40.5,25.6,..,"3,59,12,140.00"
South Asia,2011,5.1,1.3,67,31.2,1.4,2.6,0.2,18.4,40.9,528.1,"1,66,15,34,412.00"
South Asia (IDA & IBRD),2011,5.1,1.3,67,31.2,1.4,2.6,0.2,18.4,40.9,528.1,"1,66,15,34,412.00"
Sub-Saharan Africa,2011,4.5,0.9,35.8,36.5,2.8,4.3,15.6,27.8,71.1,693.1,"89,30,46,172.00"
Sub-Saharan Africa (excluding high income),2011,4.5,0.9,35.7,36.5,2.8,4.3,15.7,27.8,71.2,692.5,"89,17,06,327.00"
Sub-Saharan Africa (IDA & IBRD countries),2011,4.5,0.9,35.8,36.5,2.8,4.3,15.6,27.8,71.1,693.1,"89,30,46,172.00"
Upper middle income,2011,6.3,6,98.5,59.7,0.8,2.3,0.2,37.5,14,"2,004.70","2,68,44,16,240.00"
World,2011,3.1,4.7,82.2,52.1,1.2,2.1,0.9,30.8,17.2,"1,881.70","7,00,28,60,245.00"
Afghanistan,2012,12.8,0.3,69.1,24.2,3.4,4.3,100.8,1.9,14,..,"3,11,61,376.00"
Albania,2012,1.4,1.7,99.9,54.3,-0.2,1.8,96.7,28.6,40,687.9,"29,00,401.00"
Algeria,2012,3.4,3.5,98.8,68.9,2,2.9,89.6,0.8,0.2,"1,229.50","3,73,83,887.00"
American Samoa,2012,-4.4,..,..,87.4,-0.2,-0.3,98.3,86.9,0.7,..,"55,667.00"
Andorra,2012,-5,5.9,100,88.6,-1.6,-1.7,..,34,19.2,..,"82,427.00"
Angola,2012,8.5,1.4,35.7,61.3,3.6,4.8,94.8,57,52.2,552.4,"2,51,07,931.00"
Antigua and Barbuda,2012,3.4,5.8,100,25.5,1.3,0.6,96,19.7,0,..,"90,409.00"
Argentina,2012,-1,4.6,99.5,91.1,1.1,1.3,96,10.9,9.9,"1,936.80","4,17,33,271.00"
Armenia,2012,7.2,2,99.9,63.2,0.3,0.1,82.1,11.6,6.6,"1,029.90","28,84,229.00"
Aruba,2012,-1.4,13.2,100,43,0.5,0.5,..,2.3,6.9,..,"1,02,560.00"
Australia,2012,3.9,17.1,100,85.4,1.7,1.9,88.3,17,8.2,"5,575.30","2,27,33,465.00"
Austria,2012,0.7,7.4,100,57.1,0.5,0.5,97.7,46.9,33.4,"3,886.80","84,29,991.00"
Azerbaijan,2012,2.2,3.8,100,53.9,1.3,1.8,91.8,12.7,2.8,"1,472.90","92,95,784.00"
"Bahamas, The",2012,3.1,5.2,100,82.5,1.1,1.2,92,50.9,1.2,..,"3,63,584.00"
Bahrain,2012,3.7,21.2,100,88.8,1.7,1.8,75.7,0.7,0,"9,659.60","12,99,943.00"
Bangladesh,2012,6.5,0.4,62.8,32,1.2,3.6,91.3,14.5,38.6,220,"15,10,07,807.00"
Barbados,2012,-0.5,5.2,100,31.6,0.3,-0.2,94.9,14.7,4.1,..,"2,83,700.00"
Belarus,2012,1.7,6.7,100,75.7,-0.1,0.6,96.3,42.5,7.2,"3,222.40","94,64,495.00"
Belgium,2012,0.7,8.6,100,97.7,0.6,0.7,91.3,22.8,7.8,"4,845.50","1,11,06,932.00"
Belize,2012,2.4,1.4,92,45.2,2.3,2.4,82.8,60,37.1,..,"3,38,000.00"
Benin,2012,4.8,0.5,38.4,44.1,2.8,4,91.3,31.4,51.1,399.7,"97,29,248.00"
Bermuda,2012,-5.3,5.7,100,100,0.4,0.4,99.1,18.5,2.1,..,"64,798.00"
Bhutan,2012,5.1,1.2,91.5,36.4,1.2,3.4,103.1,71.1,88,..,"7,01,583.00"
Bolivia,2012,5.1,1.8,90.4,67.3,1.6,2.3,86.8,48.6,17.9,747.9,"1,03,77,676.00"
Bosnia and Herzegovina,2012,-0.8,6.2,100,46.2,-1.5,-0.8,110.3,41.5,15.3,"1,854.10","36,04,972.00"
Botswana,2012,4.5,2.5,53.4,64.8,1.2,2.6,132.2,28.6,29.7,"1,150.60","20,39,551.00"
Brazil,2012,1.9,2.4,99.5,84.9,0.9,1.2,94.3,60.8,43.6,"1,413.70","19,92,87,296.00"
British Virgin Islands,2012,..,7,99.2,45.5,1.2,1.9,95.3,24.2,1.1,..,"28,650.00"
Brunei Darussalam,2012,0.9,24.2,100,75.7,1.3,1.8,100,72.1,0,"9,599.40","3,98,989.00"
Bulgaria,2012,0.4,6.1,100,73,-0.6,-0.1,105.7,34.8,15.8,"2,513.40","73,05,888.00"
Burkina Faso,2012,6.5,0.2,15.4,25.8,3,5.2,107.5,24.2,77.2,..,"1,65,71,246.00"
Burundi,2012,4.4,0,6.5,11.2,3.2,5.7,99.5,8.9,94,..,"92,45,988.00"
Cabo Verde,2012,1.1,1,80.7,62.8,1.3,2.1,94.2,10.7,24.4,..,"5,05,235.00"
Cambodia,2012,7.3,0.4,51.4,21,1.6,3.4,98.5,56,68.3,390.8,"1,47,80,454.00"
Cameroon,2012,4.5,0.3,54.9,52.8,2.7,3.9,92.7,44,78,322.3,"2,14,85,266.00"
Canada,2012,1.8,14.9,100,81.1,1.1,1.1,98.9,38.7,22.6,"7,733.40","3,47,14,222.00"
Cayman Islands,2012,1.2,9.1,100,100,1.8,1.8,101.3,53,0,..,"58,958.00"
Central African Republic,2012,5.1,0.1,16,39.4,0.4,1,95,36.2,78,..,"44,36,415.00"
Chad,2012,8.9,0.1,7.5,22.1,3.4,3.8,81.5,4.2,90.7,..,"1,27,84,750.00"
Channel Islands,2012,..,..,..,31.1,0.7,0.6,..,5.2,..,..,"1,62,056.00"
Chile,2012,5.3,4.7,100,87.2,1,1,104.1,23,30.3,"2,138.30","1,74,00,347.00"
China,2012,7.9,7.4,100,51.8,0.5,2.9,97.4,21.7,12,"2,155.20","1,35,06,95,000.00"
Colombia,2012,3.9,1.7,97,78.7,0.9,1.4,94.4,54.6,26.6,684.6,"4,60,75,721.00"
Comoros,2012,3.2,0.2,69.3,28.1,2.4,2.7,101.4,19.6,48,..,"7,23,871.00"
"Congo, Dem. Rep.",2012,7.1,0,15.4,41.1,3.3,4.7,97.9,59.5,95.5,378.9,"6,90,20,747.00"
"Congo, Rep.",2012,9.9,0.7,41.6,64.2,2.6,3.3,95.7,64.6,65.5,567.4,"45,10,198.00"
Costa Rica,2012,4.8,1.6,99.5,73.9,1.2,2.6,97.1,56.9,38.6,"1,009.50","46,88,000.00"
Cote d'Ivoire,2012,10.7,0.4,55.8,48.2,2.4,3.3,93.8,11.8,74.9,586.3,"2,15,47,188.00"
Croatia,2012,-2.4,4.2,100,55.5,-0.3,0,100.3,34.3,29.4,"2,020.80","42,67,558.00"
Cuba,2012,3,2.6,98.3,76.8,0.2,0.3,92.4,28.4,17.1,"1,065.30","1,12,57,101.00"
Curacao,2012,-0.1,39.4,100,89.7,0.8,0.7,..,0.2,0.4,"13,395.40","1,52,088.00"
Cyprus,2012,-3.4,6.1,100,67.3,0.9,0.7,105.9,18.7,8.3,"1,961.80","11,35,046.00"
Czech Republic,2012,-0.8,9.8,100,73.2,0.1,0.2,90.4,34.5,12.8,"4,054.10","1,05,10,785.00"
Denmark,2012,0.2,6.5,100,87.1,0.4,0.6,101.3,15,27.3,"3,091.60","55,91,572.00"
Djibouti,2012,..,0.6,54.6,77.1,1.7,1.8,126.6,0.2,34.1,..,"8,68,136.00"
Dominica,2012,-1.1,2.3,96.8,68.7,0.1,0.5,105.1,63.8,9.7,..,"70,965.00"
Dominican Republic,2012,2.7,2.2,97.9,75.8,1.2,2.5,90.5,43.2,17,815.4,"99,30,911.00"
Ecuador,2012,5.6,2.1,97.2,63,1.5,1.7,107,52.1,13.1,795.1,"1,54,74,102.00"
"Egypt, Arab Rep.",2012,2.2,2.5,99.7,42.9,2.2,2.1,100.5,0.1,5.6,905.6,"8,64,22,240.00"
El Salvador,2012,2.8,1.1,93.7,67.2,0.4,1.7,94.7,29.9,27.3,677.3,"62,37,923.00"
Equatorial Guinea,2012,8.3,6.8,65.7,69,4.4,6.6,114.3,89.7,5.4,..,"10,31,191.00"
Eritrea,2012,..,0.2,42,..,..,..,99.7,10.7,80.2,240.7,..
Estonia,2012,3.1,13,100,68,-0.4,-0.3,95.1,55.9,24.9,"4,174.40","13,22,696.00"
Eswatini,2012,5.4,1.1,55.3,22.8,0.7,1.3,104,28.4,62.5,..,"10,79,288.00"
Ethiopia,2012,8.6,0.1,35,18.2,2.8,5.2,97,15.6,93.8,489.2,"9,27,26,971.00"
Faroe Islands,2012,..,12.3,100,41.2,0,0.4,96.3,0.1,4.7,..,"47,843.00"
Fiji,2012,1.4,1.2,91.1,53.2,0.2,1.2,119.9,59.5,32.8,..,"8,65,069.00"
Finland,2012,-1.4,9.1,100,84.8,0.5,1.1,95.3,73.4,38.8,"6,275.80","54,13,971.00"
France,2012,0.3,5.1,100,78.9,0.5,0.8,98.7,30.3,12.4,"3,836.70","6,56,59,809.00"
French Polynesia,2012,..,2.8,100,61.5,0.5,1.4,107,40.8,9.3,..,"2,68,998.00"
Gabon,2012,5.3,2.9,89.3,86.6,3.8,4.4,92.2,91.7,75.5,"2,072.60","17,49,682.00"
"Gambia, The",2012,5.2,0.2,50.4,57.1,3,4.3,93.1,28.5,54.2,..,"19,05,011.00"
Georgia,2012,6.4,2.3,100,56.3,-0.7,-0.1,87.2,40.6,28.7,993.7,"37,28,874.00"
Germany,2012,0.4,9.2,100,77.2,0.2,0.2,97,32.7,12,"3,876.90","8,04,25,823.00"
Ghana,2012,9.3,0.6,69.2,52.1,2.4,3.7,90.7,34.8,44.5,329.2,"2,59,96,449.00"
Gibraltar,2012,..,13.7,100,100,0.1,0.1,..,0,0,"5,108.30","33,646.00"
Greece,2012,-7.3,7.2,100,77,-0.5,-0.1,108.6,30.3,13.9,"2,403.20","1,10,45,011.00"
Greenland,2012,1.4,10,100,85.2,-0.1,0.4,92.4,0,12.2,..,"56,810.00"
Grenada,2012,-1.2,2.5,90.5,35.9,0.6,0.6,101.6,52.1,11.3,..,"1,07,446.00"
Guam,2012,2,..,100,94.3,0.2,0.3,100.6,45.2,0,..,"1,59,996.00"
Guatemala,2012,3,0.8,86.5,49,1.8,2.4,83.1,34.2,66.2,749,"1,47,81,942.00"
Guinea,2012,5.9,0.2,26.2,34.3,2.2,3,88,26.4,76.4,..,"1,06,52,029.00"
Guinea-Bissau,2012,-1.7,0.2,14.7,40.9,2.7,3.6,96.7,72.8,87.6,..,"16,04,979.00"
Guyana,2012,5.3,2.6,85,26.4,0.4,0.4,90.5,94,28.3,..,"7,55,399.00"
Haiti,2012,0.6,0.2,37.9,49.5,1.5,3.5,100.1,13.5,83.2,397.3,"1,02,50,930.00"
Honduras,2012,4.1,1.1,83.6,53.2,1.9,3.1,96.3,58.4,48.8,593.1,"86,40,691.00"
"Hong Kong SAR, China",2012,1.7,6,100,100,1.1,1.1,92.1,..,0.8,"1,994.70","71,50,100.00"
Hungary,2012,-1.4,4.6,100,69.7,-0.5,-0.1,90.3,22.7,16.5,"2,365.60","99,20,362.00"
Iceland,2012,1.3,5.8,100,93.6,0.5,0.5,94.1,0.5,77.3,"17,630.10","3,20,716.00"
India,2012,5.5,1.6,79.9,31.6,1.2,2.4,87.5,23.6,38.4,599.2,"1,26,57,82,790.00"
Indonesia,2012,6,2.1,96,51.3,1.4,2.7,91.1,54,38.2,853.2,"24,84,52,413.00"
"Iran, Islamic Rep.",2012,-7.4,8.1,99.5,71.8,1.2,2,99.6,6.6,0.9,"2,869.30","7,55,39,862.00"
Iraq,2012,13.9,4.8,99.3,69.4,3.7,4,113.8,1.9,1.3,"1,438.20","3,18,90,011.00"
Ireland,2012,0.2,7.7,100,61.9,0.4,0.7,85.9,10.7,6.6,"2,853.10","45,99,533.00"
Isle of Man,2012,7.3,..,100,52,-0.4,-0.4,..,6.1,6.4,..,"84,533.00"
Israel,2012,2.3,9.5,100,92,1.8,1.9,92.4,7.3,2.7,"3,067.70","79,10,500.00"
Italy,2012,-3,6.2,100,68.7,0.3,0.6,109.3,31.1,14.4,"2,709.30","5,95,39,717.00"
Jamaica,2012,-0.6,2.6,93.1,54.1,0.6,0.9,93.2,52.3,17,974.5,"28,42,132.00"
Japan,2012,1.5,9.6,100,91.1,-0.2,-0.1,93.1,68.5,4.5,"3,537.40","12,76,29,000.00"
Jordan,2012,2.4,3,99.5,88.2,5.4,6.6,96.3,1.1,2.9,970.2,"80,90,872.00"
Kazakhstan,2012,4.8,14.5,99.8,57,1.4,1.5,91.2,1.2,1.3,"4,398.90","1,67,92,089.00"
Kenya,2012,4.6,0.3,40.8,24.4,2.7,4.3,94.3,6.3,78.5,454.8,"4,43,43,410.00"
Kiribati,2012,4.7,0.5,79.6,49.1,1.6,3.3,99.4,1.5,3.3,..,"1,06,370.00"
"Korea, Dem. People’s Rep.",2012,..,1.5,34,60.7,0.5,0.8,101.9,51.5,17.7,574.8,"2,48,00,612.00"
"Korea, Rep.",2012,2.4,11.6,100,81.9,0.5,0.4,90.3,65.4,1.6,"5,248.50","5,01,99,853.00"
Kosovo,2012,2.8,4.4,100,..,0.9,..,..,..,20.9,"1,310.40","18,07,106.00"
Kuwait,2012,6.6,30,100,100,5.5,5.5,101.3,0.4,0,"11,106.00","33,48,853.00"
Kyrgyz Republic,2012,-0.1,1.8,99.8,35.4,1.7,1.9,89.7,6.5,22.5,737.2,"56,07,200.00"
Lao PDR,2012,8,0.6,76.4,31.3,1.5,3.5,112.2,73.1,63.3,..,"64,44,530.00"
Latvia,2012,4.3,3.5,100,67.9,-1.2,-1.2,90.5,54.4,40.4,"2,170.60","20,34,319.00"
Lebanon,2012,2.5,4.1,100,87.6,6.3,6.4,102,13.5,4.9,"1,294.70","55,38,634.00"
Lesotho,2012,6.7,1.2,20.6,25.7,0.6,2.1,101.2,1.1,52.4,..,"20,14,990.00"
Liberia,2012,8,0.2,9.3,48.6,2.9,3.7,95.5,81.6,85.2,..,"41,35,659.00"
Libya,2012,123.1,8.4,78.1,78.5,0.6,0.9,118.7,0.1,1.9,"2,744.00","62,85,750.00"
Liechtenstein,2012,..,1.5,100,14.4,0.9,0.6,103.6,41.9,61.9,..,"36,615.00"
Lithuania,2012,3.8,4.6,100,66.9,-1.3,-1.2,98.9,34.7,23.9,"2,469.00","29,87,773.00"
Luxembourg,2012,-0.4,20,100,89.2,2.4,2.8,87.5,36.5,4.1,"7,722.20","5,30,946.00"
"Macao SAR, China",2012,9.2,2.4,100,100,2.4,2.4,103.4,..,9.9,..,"5,64,039.00"
Madagascar,2012,3,0.1,18.5,33.2,2.7,4.7,98.5,21.5,76.4,..,"2,23,46,641.00"
Malawi,2012,1.9,0.1,7.4,15.8,2.9,3.7,73.8,27.3,80.4,..,"1,53,96,005.00"
Malaysia,2012,5.5,7.5,99.8,72.3,1.4,2.4,84.9,58.3,4.4,"2,678.50","2,90,68,159.00"
Maldives,2012,2.5,2.8,99.6,37.3,4.3,5.4,99,2.7,1,..,"3,97,237.00"
Mali,2012,-0.8,0.1,25.6,37.6,3,5.1,102.8,10.9,64.9,..,"1,59,79,499.00"
Malta,2012,4.1,6.4,100,94.2,0.9,1,100.9,1.1,2.6,"2,090.40","4,20,028.00"
Marshall Islands,2012,-2.4,2.4,90.6,74.5,0.3,0.9,..,52.2,12,..,"56,717.00"
Mauritania,2012,4.5,0.7,36.4,48.4,3,4.8,92.2,0.3,31.8,..,"37,06,554.00"
